time	frame	x	y	
02:24.0	-4320	"23,31"	"16,31"	4
02:24.0	-4321	"23,35"	15	4
02:24.1	-4324	"24,74"	"14,55"	4
02:24.3	-4328	"25,86"	"16,03"	4
02:24.4	-4332	"25,86"	"16,62"	4
02:24.5	-4336	"25,39"	"17,38"	4
02:24.6	-4339	"24,87"	"17,7"	4
02:24.8	-4343	"24,71"	"17,7"	4
02:24.9	-4347	"24,59"	"17,66"	4
02:28.1	-4444	"25,26"	"14,73"	5
02:28.2	-4445	"24,94"	"14,65"	5
02:28.3	-4448	"23,27"	"14,33"	5
02:28.4	-4452	"23,13"	"13,21"	5
02:28.5	-4456	"23,37"	"13,17"	5
02:28.7	-4460	"22,81"	"14,21"	5
02:28.8	-4463	"20,86"	"14,34"	5
02:28.9	-4467	"21,66"	"14,05"	5
02:29.0	-4471	"22,26"	"14,29"	5
02:29.2	-4475	"22,54"	"15,09"	5
02:29.3	-4478	"21,9"	"15,57"	5
02:29.4	-4482	"20,95"	"15,85"	5
02:29.5	-4486	"19,95"	"15,45"	5
02:29.7	-4490	"19,99"	"15,02"	5
02:29.8	-4493	"20,39"	"15,69"	5
02:29.9	-4497	"18,76"	"17,37"	5
02:30.0	-4501	"17,36"	"16,58"	5
02:30.2	-4505	"18,8"	"16,85"	5
02:30.3	-4508	"17,6"	"17,77"	5
02:30.4	-4512	"18,48"	"19,05"	5
02:30.5	-4516	"17,09"	"19,46"	5
02:30.7	-4520	"17,71"	"18,56"	5
02:30.8	-4523	"17,12"	"19,36"	5
02:30.9	-4527	"17,2"	"19,48"	5
02:31.0	-4531	"16,64"	"19,2"	5
02:31.2	-4535	"16,96"	"19,8"	5
02:31.3	-4538	"16,24"	"18,73"	5
02:31.4	-4542	"15,65"	"19,46"	5
02:31.5	-4546	"16,65"	"19,66"	5
02:31.7	-4550	"16,25"	"18,71"	5
02:31.8	-4553	"16,77"	"20,7"	5
02:31.9	-4557	"17,01"	"19,38"	5
02:32.0	-4561	"16,85"	"20,22"	5
02:32.2	-4565	"17,65"	"20,22"	5
02:32.3	-4568	"17,29"	"19,42"	5
02:32.4	-4572	"18,01"	"19,98"	5
02:32.4	-4573	"18,05"	"19,94"	5
02:32.5	-4576	"17,61"	"19,66"	5
02:32.7	-4580	"18,12"	"17,98"	5
02:32.8	-4584	"19,52"	"17,42"	5
02:32.9	-4587	"21,75"	"17,18"	5
02:33.0	-4591	"21,63"	"18,57"	5
02:33.2	-4595	"21,95"	"17,53"	5
02:33.3	-4599	"21,75"	"17,93"	5
02:33.4	-4602	"22,7"	"17,33"	5
02:33.5	-4606	"22,22"	"19,16"	5
02:33.7	-4610	"20,24"	"19,05"	5
02:33.8	-4614	"20,84"	"18,69"	5
02:33.9	-4617	"22,8"	"20,26"	5
02:34.0	-4621	"20,97"	"20,34"	5
02:34.2	-4625	"21,68"	"19,94"	5
02:34.3	-4629	"21,17"	"20,82"	5
02:34.4	-4632	"22,05"	"20,82"	5
02:34.5	-4636	"21,65"	"20,74"	5
02:34.7	-4640	"22,32"	"21,14"	5
02:34.7	-4642	"22,33"	"21,17"	5
02:34.8	-4644	"22,36"	"20,85"	5
02:34.9	-4647	"22,68"	"20,93"	5
02:35.0	-4651	"21,25"	"20,86"	5
02:35.2	-4655	"20,73"	"20,06"	5
02:35.3	-4659	"20,88"	"19,14"	5
02:35.4	-4661	"20,89"	"19,14"	5
02:35.4	-4662	"21,44"	"18,1"	5
02:35.5	-4666	"22,6"	"17,58"	5
02:35.7	-4670	"24,35"	"18,1"	5
02:35.8	-4674	"25,07"	"20,99"	5
02:35.9	-4677	"23,52"	"20,44"	5
02:36.0	-4681	"23,52"	"20,2"	5
02:36.2	-4685	"23,12"	20	5
02:36.3	-4689	"22,68"	"19,21"	5
02:36.4	-4692	"22,71"	"18,05"	5
02:36.5	-4695	"22,67"	"18,05"	5
02:36.5	-4696	"23,27"	"18,45"	5
02:36.7	-4700	"22,99"	"18,45"	5
02:36.8	-4704	"23,03"	"17,57"	5
02:36.9	-4707	"23,67"	"17,69"	5
02:37.0	-4711	"23,35"	"18,61"	5
02:37.2	-4715	"23,47"	"18,09"	5
02:37.3	-4719	"24,63"	"18,24"	5
02:37.4	-4722	"24,75"	"19,52"	5
02:37.5	-4726	"23,68"	"20,28"	5
02:37.7	-4730	"22,64"	"19,92"	5
02:37.8	-4734	"22,4"	"19,17"	5
02:37.9	-4738	"22,87"	"18,61"	5
02:38.0	-4741	"24,03"	"18,33"	5
02:38.2	-4745	"24,51"	"18,2"	5
02:38.3	-4748	"24,51"	"18,21"	5
02:38.3	-4749	"24,95"	"18,08"	5
02:38.4	-4753	"25,31"	"17,88"	5
02:38.5	-4754	"25,34"	"17,88"	5
02:38.5	-4756	"25,74"	"17,56"	5
02:38.7	-4760	"25,98"	"17,28"	5
02:38.8	-4764	"25,74"	"16,57"	5
02:38.9	-4768	"24,98"	"15,53"	5
02:39.0	-4771	"24,74"	"14,82"	5
02:39.2	-4775	"24,78"	"14,18"	5
04:50.2	-8707	"19,18"	"-2,25"	6
04:50.3	-8708	"19,86"	"0,82"	6
04:50.4	-8712	"19,15"	"2,5"	6
04:50.5	-8716	"16,45"	"3,59"	6
04:50.6	-8719	"14,94"	"2,44"	6
04:50.8	-8723	"14,38"	"1,76"	6
04:50.9	-8727	"13,7"	"1,13"	6
04:51.0	-8731	"12,84"	"2,25"	6
04:51.2	-8735	"12,4"	"4,56"	6
04:51.3	-8738	"12,25"	"5,52"	6
04:51.4	-8742	"12,29"	"6,04"	6
04:51.5	-8746	"12,81"	"6,95"	6
04:51.7	-8750	"12,89"	"7,03"	6
04:51.8	-8753	"13,76"	"7,11"	6
04:51.9	-8757	"15,28"	"6,63"	6
04:52.0	-8761	"15,52"	"6,51"	6
04:52.2	-8765	"15,83"	"4,71"	6
04:52.3	-8768	"13,78"	"4,51"	6
04:52.4	-8772	"13,47"	"5,66"	6
04:52.5	-8776	"13,51"	"5,9"	6
04:52.7	-8780	"13,95"	"6,06"	6
04:52.8	-8783	"15,31"	"5,38"	6
04:52.9	-8787	"15,34"	"4,42"	6
04:53.0	-8790	"15,38"	"4,42"	6
04:53.0	-8791	"14,94"	"3,39"	6
04:53.2	-8795	"13,19"	"2,51"	6
04:53.3	-8798	"12,71"	"2,44"	6
04:53.4	-8802	"12,47"	"2,56"	6
04:53.5	-8806	"12,39"	"2,68"	6
04:53.7	-8810	"12,39"	"2,8"	6
04:53.8	-8813	"12,35"	"2,88"	6
04:53.9	-8817	"12,15"	"3,43"	6
04:54.0	-8821	"11,91"	"3,83"	6
04:54.2	-8825	"12,03"	"3,91"	6
04:54.3	-8828	"12,07"	"4,07"	6
04:54.4	-8832	"12,11"	"4,35"	6
04:54.5	-8835	"12,12"	"4,35"	6
04:54.5	-8836	"12,2"	"5,23"	6
04:54.6	-8838	"12,24"	"5,23"	6
04:54.7	-8840	"12,28"	"5,83"	6
04:54.8	-8843	"12,36"	"6,38"	6
04:54.9	-8847	"12,36"	"6,58"	6
04:55.0	-8851	"12,32"	"6,74"	6
04:55.2	-8855	"12,28"	"7,3"	6
04:55.3	-8858	"12,32"	"7,66"	6
04:55.4	-8862	"12,28"	"7,9"	6
04:55.5	-8866	"12,28"	"8,22"	6
04:55.7	-8870	"12,36"	"8,62"	6
04:55.8	-8873	"12,36"	"8,65"	6
04:55.8	-8874	"12,36"	"8,66"	6
04:55.9	-8877	"12,36"	"8,62"	6
04:56.0	-8879	"12,36"	"8,61"	6
04:56.0	-8880	"12,36"	"8,58"	6
04:56.0	-8881	"12,32"	"8,69"	6
04:56.1	-8883	"12,32"	"8,7"	6
04:56.2	-8885	"12,45"	"9,21"	6
04:56.3	-8889	"12,85"	"11,01"	6
04:56.4	-8892	"12,69"	"12,04"	6
04:56.5	-8896	"12,89"	"13,36"	6
04:56.7	-8900	"13,49"	"13,6"	6
04:56.8	-8904	"14,29"	"13,27"	6
04:56.9	-8907	"14,37"	"12,92"	6
04:57.0	-8911	"14,49"	"12,8"	6
04:57.2	-8915	"14,61"	"12,76"	6
04:57.3	-8919	"14,29"	"12,68"	6
04:57.3	-8920	"14,33"	"12,68"	6
04:57.4	-8922	"13,61"	"11,96"	6
04:57.5	-8926	"12,13"	"10,69"	6
04:57.7	-8930	"11,89"	"10,53"	6
04:57.8	-8934	"11,33"	"10,57"	6
04:57.9	-8937	"11,29"	"10,89"	6
04:58.0	-8941	"11,3"	"11,81"	6
04:58.2	-8945	"11,22"	"12,84"	6
04:58.3	-8949	"11,1"	"13,2"	6
04:58.4	-8952	"11,02"	"13,32"	6
04:58.4	-8953	"10,98"	"13,32"	6
04:58.5	-8956	"10,98"	"13,24"	6
04:58.7	-8960	"10,9"	"13,08"	6
04:58.8	-8964	"10,02"	"12,65"	6
04:58.9	-8967	"9,17"	"12,46"	6
04:59.0	-8971	"8,61"	"12,59"	6
04:59.2	-8975	"8,53"	"12,47"	6
04:59.3	-8979	"9,56"	"11,47"	6
04:59.4	-8982	"11,19"	"10,9"	6
04:59.5	-8986	"11,75"	"11,18"	6
04:59.7	-8990	"11,11"	"12,26"	6
04:59.8	-8994	"10,29"	"13,77"	6
04:59.9	-8997	"9,19"	"13,77"	6
05:00.0	-9001	"8,03"	"13,08"	6
